Project ID,Start Date,End Date,Duration (days),Status,Budget ($),Actual Cost ($),Location,Project Manager
PRJ4242,2023-05-20,2023-08-05,77,Planned,507779.51,439048.42145840777,Hamilton,Bob Johnson
PRJ4243,2023-03-24,2023-12-07,258,Completed,402405.07,355180.7555157095,Ottawa,Daniel Lee
PRJ4244,2023-07-01,2024-02-17,231,Planned,566216.48,568218.813563468,London,Daniel Lee
PRJ4245,2023-06-06,2024-02-10,249,Planned,498274.83,423371.65485136525,Mississauga,Cathy Zhang
PRJ4246,2023-05-17,2023-09-30,136,On Hold,459794.52,540372.2830079647,Mississauga,Bob Johnson
PRJ4247,2023-06-19,2024-03-17,272,On Hold,338540.06,401678.28320971294,London,Daniel Lee
PRJ4248,2023-09-13,2024-06-14,275,Planned,508518.7,604893.5409956246,Toronto,Cathy Zhang
PRJ4249,2023-07-14,2023-08-15,32,On Hold,522881.79,426488.4911910143,London,Alice Smith
PRJ4250,2023-04-27,2023-12-26,243,On Hold,400385.37,471845.7546931169,Ottawa,Alice Smith
PRJ4251,2023-03-04,2023-05-13,70,Planned,574435.78,688728.9539206952,Toronto,Bob Johnson
PRJ4252,2023-10-30,2024-05-21,204,Completed,565479.68,665553.5484701485,Mississauga,Daniel Lee
PRJ4253,2023-11-02,2024-08-19,291,Planned,504891.26,539413.4838054215,Ottawa,Bob Johnson
PRJ4254,2023-06-27,2024-05-10,318,On Hold,501172.29,541512.680519847,Hamilton,Daniel Lee
PRJ4255,2023-02-19,2024-02-11,357,Completed,594603.77,504759.8395769342,Hamilton,Cathy Zhang
PRJ4256,2023-08-04,2023-12-15,133,In Progress,536753.04,617115.0775932402,Hamilton,Alice Smith
PRJ4257,2023-02-09,2023-08-17,189,Completed,429774.46,354072.19611138187,Mississauga,Alice Smith
PRJ4258,2023-01-13,2023-09-21,251,On Hold,480235.17,445222.2892276461,London,Alice Smith
PRJ4259,2023-04-03,2023-08-28,147,Completed,555684.94,664855.1689860285,Toronto,Alice Smith
PRJ4260,2023-06-05,2024-02-26,266,Planned,296767.91,287547.67280645145,Mississauga,Bob Johnson
PRJ4261,2023-05-23,2023-09-22,122,In Progress,406847.4,346822.1474856333,Ottawa,Daniel Lee
PRJ4262,2023-04-03,2023-10-19,199,In Progress,568213.77,674877.6456655135,Ottawa,Bob Johnson
PRJ4263,2023-01-09,2023-04-29,110,In Progress,620887.76,741126.3123915736,Hamilton,Cathy Zhang
PRJ4264,2023-07-04,2023-09-22,80,On Hold,602104.87,526731.6206720428,Toronto,Alice Smith
PRJ4265,2023-04-10,2023-11-06,210,On Hold,589329.33,675325.1636745171,Hamilton,Daniel Lee
PRJ4266,2023-11-30,2024-05-16,168,In Progress,512974.39,490490.3790384331,Ottawa,Bob Johnson
PRJ4267,2023-06-21,2024-06-12,357,Completed,397109.66,378265.7685068165,Ottawa,Daniel Lee
PRJ4268,2023-12-19,2024-05-04,137,In Progress,480337.66,434743.55431715964,London,Bob Johnson
PRJ4269,2023-01-04,2023-12-25,355,Completed,300673.09,245915.7425620677,London,Daniel Lee
PRJ4270,2023-06-29,2024-01-27,212,Completed,630065.61,571597.7855164441,London,Daniel Lee
PRJ4271,2023-03-06,2024-02-22,353,On Hold,418288.72,343628.6851589294,Hamilton,Alice Smith
PRJ4272,2023-02-23,2024-01-29,340,Completed,446665.42,522486.3473294529,Toronto,Bob Johnson
PRJ4273,2023-06-07,2023-12-19,195,In Progress,605861.91,645054.0681849371,London,Cathy Zhang
PRJ4274,2023-04-06,2023-06-06,61,On Hold,338537.3,390891.77522215765,Mississauga,Daniel Lee
PRJ4275,2023-05-31,2024-04-26,331,Planned,381059.74,414180.03223423933,London,Cathy Zhang
PRJ4276,2023-04-22,2023-06-04,43,Planned,526797.13,449102.32275720575,Hamilton,Alice Smith
PRJ4277,2023-08-25,2024-02-03,162,On Hold,552038.04,649325.1471998168,Toronto,Cathy Zhang
PRJ4278,2023-10-11,2024-03-10,151,In Progress,492829.92,571661.624652157,London,Daniel Lee
PRJ4279,2023-07-18,2024-02-21,218,Planned,496091.69,465944.41189379856,Toronto,Daniel Lee
PRJ4280,2023-11-24,2024-01-10,47,Planned,626837.8,529435.5654770785,Mississauga,Daniel Lee
PRJ4281,2023-02-11,2023-04-14,62,Completed,563631.84,609659.0871327496,Ottawa,Bob Johnson
PRJ4282,2023-08-10,2024-01-03,146,Completed,550116.99,600367.1629976018,Toronto,Cathy Zhang
PRJ4283,2023-11-07,2024-07-08,244,In Progress,577564.65,669242.4213573029,London,Bob Johnson
PRJ4284,2023-09-09,2024-05-11,245,On Hold,469940.97,385850.81546901085,Hamilton,Daniel Lee
PRJ4285,2023-04-18,2023-06-06,49,In Progress,717316.57,614511.860419852,Hamilton,Daniel Lee
PRJ4286,2023-07-30,2023-10-28,90,On Hold,269246.85,279828.12119960884,Hamilton,Alice Smith
PRJ4287,2023-01-25,2023-03-21,55,Planned,645792.1,676565.785765059,Hamilton,Alice Smith
PRJ4288,2023-08-11,2024-04-03,236,Completed,590210.75,480103.3136008746,Toronto,Daniel Lee
PRJ4289,2023-04-30,2023-10-24,177,In Progress,524828.83,503191.61757927615,Hamilton,Bob Johnson
PRJ4290,2023-04-05,2024-02-11,312,In Progress,508002.9,525104.6614229014,Ottawa,Bob Johnson
PRJ4291,2023-04-08,2023-08-21,135,On Hold,484444.67,530546.6209111806,Mississauga,Daniel Lee
PRJ4292,2023-08-16,2024-05-31,289,On Hold,610344.36,565459.8046548004,Toronto,Cathy Zhang
PRJ4293,2023-01-27,2023-11-23,300,In Progress,496013.55,492819.9157724655,Toronto,Bob Johnson
PRJ4294,2023-03-29,2023-05-25,57,On Hold,427211.53,480878.6750017472,Hamilton,Daniel Lee
PRJ4295,2023-12-30,2024-12-17,353,In Progress,590198.29,697353.5262207548,Hamilton,Alice Smith
PRJ4296,2023-04-22,2023-06-29,68,In Progress,658476.62,587444.0275948411,Toronto,Daniel Lee
PRJ4297,2023-07-03,2023-09-20,79,In Progress,307283.09,276928.7083619015,Hamilton,Bob Johnson
PRJ4298,2023-09-16,2024-07-29,317,Planned,735709.18,865140.4912104252,Hamilton,Daniel Lee
PRJ4299,2023-08-03,2024-01-26,176,On Hold,396326.87,379825.58687194897,Hamilton,Cathy Zhang
PRJ4300,2023-12-20,2024-09-12,267,Completed,403970.17,439252.6539103439,Hamilton,Cathy Zhang
PRJ4301,2023-09-07,2024-02-01,147,Completed,375511.03,392373.7626694166,Hamilton,Bob Johnson
PRJ4302,2023-11-11,2024-07-20,252,On Hold,500084.91,457195.16365876776,London,Daniel Lee
PRJ4303,2023-06-22,2024-05-02,315,In Progress,372028.17,394879.9589664711,London,Cathy Zhang
PRJ4304,2023-12-06,2024-04-03,119,Completed,384173.99,408079.7391514341,London,Cathy Zhang
PRJ4305,2023-06-13,2023-12-13,183,Completed,431145.0,447087.5668692785,Toronto,Alice Smith
PRJ4306,2023-01-24,2023-10-27,276,On Hold,513845.57,431560.5653405873,Mississauga,Bob Johnson
PRJ4307,2023-02-19,2023-04-11,51,Completed,523485.36,627171.4398789316,Toronto,Alice Smith
PRJ4308,2023-05-21,2024-05-19,364,In Progress,624119.73,599258.9094533969,London,Alice Smith
PRJ4309,2023-05-18,2023-10-31,166,On Hold,621814.88,656201.4879578041,Toronto,Cathy Zhang
PRJ4310,2023-10-17,2024-01-28,103,In Progress,602461.13,695423.7004583211,Mississauga,Daniel Lee
PRJ4311,2023-05-17,2023-07-18,62,Completed,473838.28,459298.7397186621,Hamilton,Alice Smith
PRJ4312,2023-11-06,2024-08-24,292,Completed,315881.82,350492.998194936,Ottawa,Bob Johnson
PRJ4313,2023-02-06,2023-04-14,67,In Progress,313668.56,372867.15514480707,London,Bob Johnson
PRJ4314,2023-06-20,2023-11-05,138,Planned,601772.99,567817.2895569641,London,Daniel Lee
PRJ4315,2023-04-18,2023-11-29,225,Completed,584375.45,562232.1949904248,Mississauga,Bob Johnson
PRJ4316,2023-11-18,2024-05-01,165,Planned,438329.55,509439.9385722957,Hamilton,Alice Smith
PRJ4317,2023-07-24,2024-03-20,240,Completed,355926.37,307469.5385751392,Hamilton,Daniel Lee
PRJ4318,2023-03-30,2024-03-16,352,Planned,395284.9,320749.16312857135,Ottawa,Bob Johnson
PRJ4319,2023-01-06,2023-11-08,306,Planned,517469.43,602104.4541090148,Hamilton,Bob Johnson
PRJ4320,2023-04-21,2023-12-29,252,Planned,517656.1,584245.636020227,Mississauga,Alice Smith
PRJ4321,2023-05-24,2023-10-24,153,In Progress,604253.13,718477.0406416137,Hamilton,Alice Smith
PRJ4322,2023-05-10,2023-11-28,202,Planned,454964.55,374570.09064158465,Mississauga,Alice Smith
PRJ4323,2023-06-28,2023-09-07,71,Planned,475596.4,410188.0704477376,London,Alice Smith
PRJ4324,2023-05-22,2023-09-08,109,Planned,612532.13,515828.6344540126,London,Daniel Lee
PRJ4325,2023-01-20,2023-05-10,110,Completed,287490.51,308582.6689661383,London,Daniel Lee
PRJ4326,2023-05-30,2023-07-14,45,Planned,531745.29,554293.4329630384,Toronto,Daniel Lee
PRJ4327,2023-09-20,2024-09-09,355,Completed,466577.12,440324.72897789336,London,Cathy Zhang
PRJ4328,2023-11-30,2024-03-15,106,Planned,571275.98,470142.6457882109,Mississauga,Alice Smith
PRJ4329,2023-10-11,2024-09-02,327,Planned,551260.66,582056.7230009623,Ottawa,Alice Smith
PRJ4330,2023-01-29,2024-01-29,365,In Progress,430369.04,442440.11434532044,Hamilton,Daniel Lee
PRJ4331,2023-07-18,2023-11-27,132,Completed,449266.51,379702.6606403985,London,Bob Johnson
PRJ4332,2023-05-03,2023-12-05,216,Planned,269802.46,313932.39767395245,Toronto,Bob Johnson
PRJ4333,2023-12-21,2024-05-05,136,Completed,574999.15,505757.6855816566,Toronto,Alice Smith
PRJ4334,2023-02-03,2023-12-03,303,Completed,523977.38,575014.6950185437,Mississauga,Alice Smith
PRJ4335,2023-01-14,2023-10-27,286,On Hold,639851.24,738407.74725687,Ottawa,Daniel Lee
PRJ4336,2023-03-27,2023-10-08,195,In Progress,460060.0,474685.305687419,London,Alice Smith
PRJ4337,2023-07-14,2024-04-27,288,In Progress,591433.56,531544.7387370591,London,Bob Johnson
PRJ4338,2023-10-06,2024-01-18,104,In Progress,393007.4,363020.7023462844,Toronto,Bob Johnson
PRJ4339,2023-02-14,2023-04-15,60,On Hold,229521.02,264935.8869606523,Mississauga,Alice Smith
PRJ4340,2023-03-16,2023-08-20,157,On Hold,490548.61,450962.7413932149,Toronto,Daniel Lee
PRJ4341,2023-12-13,2024-10-20,312,In Progress,443331.82,486989.4500142961,Toronto,Daniel Lee
PRJ4342,2023-03-02,2023-05-23,82,On Hold,394917.86,472347.85866814014,Ottawa,Bob Johnson
PRJ4343,2023-08-09,2023-12-07,120,On Hold,589810.54,707729.4076593318,Mississauga,Daniel Lee
PRJ4344,2023-02-13,2023-09-24,223,On Hold,620824.67,629138.6914683963,Ottawa,Bob Johnson
PRJ4345,2023-07-08,2023-10-29,113,In Progress,510542.13,577230.3268220086,Mississauga,Alice Smith
PRJ4346,2023-04-07,2023-11-19,226,In Progress,481748.09,576218.8649975162,London,Bob Johnson
PRJ4347,2023-03-29,2023-08-07,131,In Progress,506270.84,480891.05546621117,Hamilton,Alice Smith
PRJ4348,2023-02-04,2023-12-11,310,On Hold,434707.38,391655.62776511995,Hamilton,Daniel Lee
PRJ4349,2023-05-29,2023-12-17,202,In Progress,556259.59,470425.03187403874,Mississauga,Cathy Zhang
PRJ4350,2023-04-23,2023-12-05,226,On Hold,346062.8,296354.28930822905,Hamilton,Cathy Zhang
PRJ4351,2023-03-17,2023-08-01,137,Planned,392692.19,448227.71908745385,Toronto,Cathy Zhang
PRJ4352,2023-09-22,2024-07-05,287,On Hold,420873.88,435810.37250525143,London,Bob Johnson
PRJ4353,2023-06-27,2023-10-29,124,Completed,554135.54,636969.754283628,London,Cathy Zhang
PRJ4354,2023-07-31,2024-06-09,314,In Progress,469751.01,524139.7381690004,Hamilton,Bob Johnson
PRJ4355,2023-08-24,2024-04-29,249,In Progress,636039.04,680242.3870803586,Mississauga,Daniel Lee
PRJ4356,2023-01-23,2023-07-23,181,Completed,580330.98,605705.8805821026,Toronto,Alice Smith
PRJ4357,2023-10-19,2024-03-12,145,On Hold,419890.68,344031.36613831774,Mississauga,Cathy Zhang
PRJ4358,2023-03-09,2023-07-23,136,Planned,563346.58,647234.5633948912,Hamilton,Bob Johnson
PRJ4359,2023-07-23,2024-01-10,171,Completed,459179.3,444089.2101570592,London,Daniel Lee
PRJ4360,2023-01-17,2023-04-24,97,Completed,547318.05,560407.0204111773,London,Daniel Lee
PRJ4361,2023-02-13,2023-05-15,91,On Hold,585177.22,473280.4516790639,Mississauga,Cathy Zhang
PRJ4362,2023-04-16,2023-06-26,71,In Progress,611471.46,718130.0603405404,Ottawa,Daniel Lee
PRJ4363,2023-08-06,2023-12-28,144,On Hold,520202.16,604004.743111782,Mississauga,Daniel Lee
PRJ4364,2023-11-17,2024-04-19,154,Completed,660012.37,671437.9840380719,Ottawa,Daniel Lee
PRJ4365,2023-08-04,2024-07-10,341,Completed,544131.44,560958.5161138601,Mississauga,Bob Johnson
PRJ4366,2023-08-08,2024-01-09,154,In Progress,513505.22,555616.183503616,Ottawa,Daniel Lee
PRJ4367,2023-01-01,2023-05-27,146,In Progress,469748.56,425534.86657609226,Ottawa,Daniel Lee
PRJ4368,2023-08-19,2023-09-30,42,In Progress,436869.1,388274.51134828,Ottawa,Daniel Lee
PRJ4369,2023-06-07,2024-03-27,294,On Hold,541988.37,579715.7352684864,Ottawa,Daniel Lee
PRJ4370,2023-05-03,2023-08-05,94,In Progress,510075.76,429365.9514342257,Toronto,Daniel Lee
PRJ4371,2023-09-02,2024-06-10,282,Completed,526082.56,516415.68873744336,Ottawa,Bob Johnson
PRJ4372,2023-08-22,2024-07-15,328,Completed,548074.58,546487.4489695692,Ottawa,Daniel Lee
PRJ4373,2023-08-23,2024-03-30,220,Planned,525660.15,500709.5809943095,London,Daniel Lee
PRJ4374,2023-02-07,2023-06-05,118,On Hold,701329.54,613037.2497754927,Toronto,Alice Smith
PRJ4375,2023-06-22,2023-09-11,81,Planned,447203.51,421322.2802265546,Ottawa,Daniel Lee
PRJ4376,2023-03-19,2024-02-27,345,Completed,543229.33,507931.8642753133,Hamilton,Daniel Lee
PRJ4377,2023-01-25,2023-12-18,327,Planned,477230.68,477090.50296531274,Toronto,Bob Johnson
PRJ4378,2023-07-30,2024-06-04,310,Completed,253852.79,271590.0775977021,London,Daniel Lee
PRJ4379,2023-09-19,2023-10-21,32,Planned,480652.72,570676.1142889559,Mississauga,Bob Johnson
PRJ4380,2023-05-16,2023-10-09,146,In Progress,406350.29,348512.54503167345,London,Cathy Zhang
PRJ4381,2023-01-25,2023-06-01,127,Planned,493317.75,566924.1345550548,London,Daniel Lee
PRJ4382,2023-10-21,2024-03-18,149,In Progress,497359.75,454423.27969184035,Toronto,Alice Smith
PRJ4383,2023-01-23,2024-01-20,362,In Progress,538535.79,558218.7927508781,Toronto,Bob Johnson
PRJ4384,2023-04-21,2023-06-28,68,On Hold,446982.06,455338.29091517685,Hamilton,Cathy Zhang
PRJ4385,2023-10-14,2024-09-05,327,In Progress,459490.71,469957.6177235512,Hamilton,Alice Smith
PRJ4386,2023-12-22,2024-11-18,332,In Progress,570069.37,621001.3312266474,Toronto,Bob Johnson
PRJ4387,2023-01-10,2023-05-22,132,Planned,419094.15,399260.65442512627,Toronto,Cathy Zhang
PRJ4388,2023-11-09,2024-01-18,70,Completed,316154.7,293277.74125886365,Toronto,Alice Smith
PRJ4389,2023-06-06,2023-11-08,155,On Hold,515703.14,588486.2989169242,Mississauga,Daniel Lee
PRJ4390,2023-10-25,2023-11-26,32,In Progress,607084.87,539114.4435650201,London,Alice Smith
PRJ4391,2023-12-07,2024-04-16,131,On Hold,568918.05,496152.5296269132,Hamilton,Alice Smith
PRJ4392,2023-03-15,2023-09-19,188,Planned,517548.42,417269.7776724721,Hamilton,Alice Smith
PRJ4393,2023-02-21,2023-12-28,310,In Progress,625064.53,552701.5049410065,Ottawa,Bob Johnson
PRJ4394,2023-10-02,2023-11-23,52,Planned,608201.72,612710.059846915,Mississauga,Daniel Lee
PRJ4395,2023-07-20,2023-12-27,160,On Hold,466908.55,474100.5988244616,Toronto,Daniel Lee
PRJ4396,2023-08-01,2024-07-29,363,Planned,524752.17,473204.817938929,Toronto,Bob Johnson
PRJ4397,2023-11-28,2024-11-20,358,On Hold,529046.02,438531.36080364004,Mississauga,Alice Smith
PRJ4398,2023-11-25,2024-05-15,172,Planned,491324.94,539404.1898343443,Hamilton,Daniel Lee
PRJ4399,2023-12-18,2024-02-13,57,On Hold,613424.76,676724.146511098,Toronto,Alice Smith
PRJ4400,2023-07-08,2024-06-05,333,Completed,484785.96,581323.598119658,Ottawa,Daniel Lee
PRJ4401,2023-07-05,2024-01-30,209,Planned,449972.11,521972.9699663603,Hamilton,Bob Johnson
PRJ4402,2023-01-05,2023-11-03,302,Planned,240845.87,281891.9854410991,London,Cathy Zhang
PRJ4403,2023-11-22,2024-07-07,228,Completed,420169.61,470288.084065336,Mississauga,Alice Smith
PRJ4404,2023-01-20,2023-06-12,143,Completed,368458.21,385481.3998428833,Hamilton,Daniel Lee
PRJ4405,2023-10-07,2024-04-06,182,Planned,495960.38,422269.7847923988,London,Daniel Lee
PRJ4406,2023-11-26,2024-08-11,259,Completed,374631.07,392960.01460044953,Ottawa,Daniel Lee
PRJ4407,2023-02-21,2023-04-01,39,In Progress,560868.47,461248.32712731406,Mississauga,Bob Johnson
PRJ4408,2023-04-10,2024-02-29,325,On Hold,610843.76,704986.7831414214,Toronto,Bob Johnson
PRJ4409,2023-06-10,2023-10-06,118,On Hold,496884.32,493271.24264351017,Toronto,Cathy Zhang
PRJ4410,2023-09-14,2024-02-09,148,On Hold,401598.23,433320.1259178275,London,Bob Johnson
PRJ4411,2023-02-21,2023-06-05,104,In Progress,528640.04,433959.2689863924,Hamilton,Alice Smith
PRJ4412,2023-04-30,2024-02-22,298,Completed,689347.51,698791.1360253106,Ottawa,Bob Johnson
PRJ4413,2023-07-19,2023-11-04,108,Completed,658248.06,605920.8668743937,London,Daniel Lee
PRJ4414,2023-01-24,2023-06-12,139,Planned,359392.13,328479.8448022859,Ottawa,Alice Smith
PRJ4415,2023-03-24,2023-06-23,91,Completed,355681.88,339982.92331789905,Ottawa,Bob Johnson
PRJ4416,2023-04-28,2023-09-05,130,Planned,330046.36,264121.5086917528,Ottawa,Alice Smith
PRJ4417,2023-12-03,2024-09-23,295,In Progress,386302.05,381150.4621053242,Mississauga,Alice Smith
PRJ4418,2023-08-19,2024-06-01,287,On Hold,525159.25,522337.39785541286,London,Bob Johnson
PRJ4419,2023-02-28,2023-08-19,172,On Hold,444330.57,508870.63672775734,Mississauga,Alice Smith
PRJ4420,2023-03-03,2023-08-27,177,On Hold,416133.0,407564.92271398444,Hamilton,Daniel Lee
PRJ4421,2023-04-10,2024-02-21,317,Completed,603910.98,570951.0390859178,Hamilton,Daniel Lee
PRJ4422,2023-05-12,2024-01-30,263,Planned,553009.31,662449.2001993961,Toronto,Bob Johnson
PRJ4423,2023-07-17,2024-05-07,295,Planned,329529.74,338916.5033363185,Toronto,Bob Johnson
PRJ4424,2023-10-21,2024-10-08,353,In Progress,598172.47,591619.6601453234,Toronto,Daniel Lee
PRJ4425,2023-06-12,2024-03-12,274,Completed,550603.47,549708.3725598734,Hamilton,Bob Johnson
PRJ4426,2023-04-17,2024-03-19,337,In Progress,552826.33,621195.7548025722,Ottawa,Daniel Lee
PRJ4427,2023-03-12,2023-11-08,241,Planned,442952.6,414723.47335755685,Ottawa,Alice Smith
PRJ4428,2023-01-25,2023-07-14,170,Planned,481269.58,459932.1009717883,London,Bob Johnson
PRJ4429,2023-05-21,2024-03-01,285,On Hold,302727.85,333711.84677780326,Hamilton,Cathy Zhang
PRJ4430,2023-03-10,2024-02-29,356,Completed,586698.67,486486.72118521,Toronto,Daniel Lee
PRJ4431,2023-12-18,2024-10-16,303,Planned,400107.3,458550.0383631889,Hamilton,Daniel Lee
PRJ4432,2023-07-25,2024-02-10,200,On Hold,412937.1,401408.3415566655,Ottawa,Alice Smith
PRJ4433,2023-12-16,2024-09-24,283,Completed,411585.87,424969.4860193524,Ottawa,Cathy Zhang
PRJ4434,2023-10-08,2024-05-28,233,In Progress,680040.11,750077.7562661743,Mississauga,Cathy Zhang
PRJ4435,2023-07-07,2024-04-05,273,Completed,433129.59,392597.65603394614,Mississauga,Cathy Zhang
PRJ4436,2023-07-04,2024-03-22,262,Completed,594226.03,686999.9749851895,London,Daniel Lee
PRJ4437,2023-04-29,2023-10-29,183,Planned,497600.79,592985.879913047,Hamilton,Daniel Lee
PRJ4438,2023-03-12,2023-10-01,203,Planned,417089.03,416133.78958110005,Mississauga,Cathy Zhang
PRJ4439,2023-12-07,2024-07-14,220,Completed,398959.99,468688.2007136247,Mississauga,Bob Johnson
PRJ4440,2023-07-11,2024-01-08,181,Planned,437114.39,349888.84685896896,Hamilton,Cathy Zhang
PRJ4441,2023-05-14,2023-06-30,47,Planned,492553.86,570227.2058980007,Ottawa,Alice Smith
PRJ4442,2024-01-01,2024-03-09,68,Planned,560173.71,517834.73229729,London,Cathy Zhang
PRJ4443,2023-06-11,2023-10-24,135,On Hold,452900.83,418751.2785601334,London,Cathy Zhang
PRJ4444,2023-04-16,2024-01-21,280,On Hold,449158.83,400306.3150544377,London,Cathy Zhang
PRJ4445,2023-12-24,2024-05-28,156,Completed,411884.49,381736.83559937985,Mississauga,Bob Johnson
PRJ4446,2023-05-16,2023-12-02,200,Planned,380595.79,336977.16551424126,Ottawa,Cathy Zhang
PRJ4447,2023-08-25,2024-01-26,154,On Hold,372230.9,432661.7090895826,London,Cathy Zhang
PRJ4448,2023-02-03,2023-04-23,79,Completed,598802.89,694377.5144135741,Hamilton,Daniel Lee
PRJ4449,2023-09-13,2024-03-01,170,Planned,447116.09,375973.001392427,London,Cathy Zhang
PRJ4450,2023-11-28,2024-11-20,358,In Progress,455972.41,390833.72883962723,Toronto,Alice Smith
PRJ4451,2023-12-06,2024-10-28,327,Planned,433338.74,496089.42035415885,Ottawa,Daniel Lee
PRJ4452,2023-08-25,2023-11-12,79,Planned,468314.37,449382.8123341898,Toronto,Bob Johnson
PRJ4453,2023-06-14,2023-08-21,68,On Hold,537107.42,466052.765557909,Ottawa,Daniel Lee
PRJ4454,2023-02-21,2023-08-28,188,Completed,451311.92,453238.0113995599,Hamilton,Bob Johnson
PRJ4455,2023-07-29,2023-12-02,126,Completed,518073.99,500805.14365104906,Mississauga,Bob Johnson
PRJ4456,2023-01-17,2023-03-30,72,On Hold,641820.85,569721.6618829686,Mississauga,Alice Smith
PRJ4457,2023-09-19,2023-10-23,34,Planned,418033.6,454946.33780583413,Ottawa,Cathy Zhang
PRJ4458,2023-12-26,2024-10-24,303,In Progress,456053.17,480003.1328305848,London,Alice Smith
PRJ4459,2023-06-18,2024-04-22,309,Planned,564106.03,473772.71086646157,Toronto,Daniel Lee
PRJ4460,2023-03-08,2024-02-06,335,Planned,649729.62,760284.1593006613,Hamilton,Bob Johnson
PRJ4461,2023-02-16,2023-10-05,231,In Progress,375768.97,384557.4495193293,London,Daniel Lee
PRJ4462,2023-02-11,2023-10-02,233,On Hold,329919.6,296954.6257160835,Mississauga,Bob Johnson
PRJ4463,2023-10-19,2024-05-23,217,Completed,499939.36,441204.8472002063,London,Daniel Lee
PRJ4464,2023-05-21,2024-02-13,268,On Hold,489612.31,418314.57007979223,Toronto,Bob Johnson
PRJ4465,2023-02-16,2023-06-17,121,On Hold,570016.93,552833.7483015162,Mississauga,Alice Smith
PRJ4466,2023-05-20,2024-04-08,324,Planned,554756.03,473881.70172978035,Ottawa,Bob Johnson
PRJ4467,2023-09-22,2023-11-11,50,Completed,496603.68,479881.32827967504,Hamilton,Cathy Zhang
PRJ4468,2023-11-21,2024-04-19,150,Completed,604921.49,519934.9636461282,Hamilton,Alice Smith
PRJ4469,2023-02-17,2023-08-21,185,On Hold,431898.23,458988.1863987419,Mississauga,Cathy Zhang
PRJ4470,2023-05-27,2024-02-02,251,In Progress,521158.08,580620.5537429523,Ottawa,Daniel Lee
PRJ4471,2023-04-21,2023-11-19,212,On Hold,378429.28,385925.6230754638,Toronto,Daniel Lee
PRJ4472,2023-08-24,2023-12-13,111,In Progress,495787.17,531495.1253693413,Hamilton,Bob Johnson
PRJ4473,2023-11-07,2024-04-20,165,Completed,353886.84,415941.4263959477,Mississauga,Bob Johnson
PRJ4474,2023-03-14,2023-09-08,178,On Hold,388415.65,409913.91703986475,Hamilton,Daniel Lee
PRJ4475,2023-03-01,2023-07-29,150,Planned,670945.18,634488.2191315844,Ottawa,Alice Smith
PRJ4476,2023-01-15,2023-07-23,189,On Hold,317546.24,311129.2857367291,Toronto,Cathy Zhang
PRJ4477,2023-12-20,2024-10-21,306,Completed,478334.83,547315.5390895518,Ottawa,Daniel Lee
PRJ4478,2023-10-28,2024-07-04,250,Planned,582721.51,496646.6246585127,London,Alice Smith
PRJ4479,2023-06-24,2023-10-16,114,Planned,722135.56,671798.9628479903,Ottawa,Cathy Zhang
PRJ4480,2023-03-21,2023-05-30,70,In Progress,517707.5,533710.8885226147,Ottawa,Bob Johnson
PRJ4481,2023-10-15,2024-03-28,165,Planned,523422.01,560352.4831851189,Hamilton,Alice Smith
PRJ4482,2023-08-03,2024-07-13,345,Planned,503968.54,557086.6377346665,Ottawa,Alice Smith
PRJ4483,2023-01-04,2023-11-08,308,On Hold,605723.44,561676.8780408512,Mississauga,Daniel Lee
PRJ4484,2023-02-22,2023-05-03,70,Completed,543170.36,466226.8313316154,Hamilton,Cathy Zhang
PRJ4485,2023-07-29,2023-12-06,130,In Progress,442491.22,522996.1627174466,Hamilton,Daniel Lee
PRJ4486,2023-12-28,2024-05-31,155,On Hold,611551.17,507928.03590639716,London,Bob Johnson
PRJ4487,2023-05-09,2023-07-27,79,Planned,453780.93,380414.6013791815,Mississauga,Bob Johnson
PRJ4488,2023-01-10,2023-02-11,32,Planned,340150.39,339462.2714622184,Ottawa,Cathy Zhang
PRJ4489,2023-05-12,2023-10-02,143,In Progress,340467.55,383948.11989521276,London,Cathy Zhang
PRJ4490,2023-05-06,2024-03-30,329,Completed,479893.19,532586.2505067828,Mississauga,Cathy Zhang
PRJ4491,2023-03-26,2024-01-29,309,In Progress,510304.16,599648.0625471169,London,Daniel Lee
PRJ4492,2023-02-17,2024-01-14,331,On Hold,595562.93,510183.64193104726,Toronto,Cathy Zhang
PRJ4493,2023-01-06,2023-11-11,309,In Progress,564081.64,536041.6509425922,Ottawa,Cathy Zhang
PRJ4494,2023-08-26,2024-04-30,248,Planned,507985.09,463717.6698605958,London,Daniel Lee
PRJ4495,2023-10-08,2024-09-02,330,On Hold,601151.05,687926.0314754084,Toronto,Bob Johnson
PRJ4496,2023-08-18,2024-03-22,217,Planned,501273.79,498938.7805489473,Ottawa,Bob Johnson
PRJ4497,2023-08-19,2023-12-26,129,Completed,370951.4,300744.8315434399,London,Alice Smith
PRJ4498,2023-12-12,2024-04-04,114,Planned,349154.77,378199.47585513873,London,Bob Johnson
PRJ4499,2023-10-17,2024-04-05,171,Planned,627868.77,599915.5746334915,London,Cathy Zhang
PRJ4500,2023-09-05,2024-04-28,236,In Progress,275477.02,278909.1070224366,London,Bob Johnson
PRJ4501,2023-09-21,2024-03-20,181,Planned,479925.93,555521.4488520321,Hamilton,Daniel Lee
PRJ4502,2023-05-22,2024-04-12,326,On Hold,798179.35,720512.5960307457,London,Bob Johnson
